file,broker,company,rating,broker_clean
-2147481461.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481464.pdf,HSIE Research,Endurance Technologies,BUY,HSIE Research
-2147481465.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481471.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147481470.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147481469.pdf,Construction & real estate and Capital,IIFL Finance Ltd,BUY,Construction & real estate and Capital
-2147481467.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147481475.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147481478.pdf,Equities Research,Shree Cements Ltd,BUY,Equities Research
-2147481483.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147481480.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147481481.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,SELL,Nirmal Bang Institutional Equities Research
-2147481485.pdf,Nirmal Bang Institutional Equities Research,AU Small Finance Bank,BUY,Nirmal Bang Institutional Equities Research
-2147481490.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147481487.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147481486.pdf,Director Research,Private Limited,BUY,Director Research
-2147481489.pdf,India Equity Institutional Research,Fineotex Chemical Ltd,UNKNOWN,India Equity Institutional Research
-2147481492.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147481495.pdf,Institutional Research,Bajaj Consumer Care Ltd,BUY,Institutional Research
-2147481494.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147481496.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147481499.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147481497.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147481504.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481506.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147481503.pdf,IDBI Capital,UNKNOWN,SELL,IDBI Capital
-2147481511.pdf,Systematix Research,We hosted a group meeting with the management of Gulf Oil Lubricants India Ltd,BUY,Systematix Research
-2147481510.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147481512.pdf,IDBI Capital,Federal Bank,BUY,IDBI Capital
-2147481517.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481515.pdf,HSIE Research,Federal Bank,BUY,HSIE Research
-2147481518.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481524.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481520.pdf,B&K Securities,UNKNOWN,BUY,B&K Securities
-2147481523.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481522.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481529.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481527.pdf,Systematix Research,President of Finance at SRF Limited,HOLD,Systematix Research
-2147481530.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481533.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147481535.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481540.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481539.pdf,Systematix Research,EPL Limited,BUY,Systematix Research
-2147481537.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147481542.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147481545.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481548.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481550.pdf,Director Research,S based Sabre Corp,ACCUMULATE,Director Research
-2147481549.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481551.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147481554.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481558.pdf,HSIE Research,Happiest Minds Technologies,ADD,HSIE Research
-2147481560.pdf,India Equity Institutional Research,Waaree Energies Ltd,REDUCE,India Equity Institutional Research
-2147481555.pdf,HSIE Research,Raychem RPG and CG Power and Industrial Solutions Limited,BUY,HSIE Research
-2147481565.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481564.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481570.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147481571.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481567.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481566.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147481572.pdf,Director Research,Mahanadi Coalfields Limited,SELL,Director Research
-2147481573.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481577.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147481574.pdf,Retail Equity Research,Jyothy Labs Ltd,BUY,Retail Equity Research
-2147481579.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147481587.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481583.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147481586.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481592.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147481589.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481591.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481595.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147481600.pdf,Bain Capital,BC Asia Investments XXV Ltd,BUY,Bain Capital
-2147481598.pdf,BFSI Research,Private Sector Bank,UNKNOWN,BFSI Research
-2147481599.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147481606.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147481604.pdf,Dolat Capital,UNKNOWN,UNKNOWN,Dolat Capital
-2147481605.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479606.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147479608.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479605.pdf,YES Securities,Share of Bank,ADD,YES Securities
-2147479609.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147479611.pdf,YES Securities,TTK Prestige Ltd,ADD,YES Securities
-2147479614.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479610.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147479615.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479612.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147479618.pdf,Equities Research,Bharat Electronics Ltd,BUY,Equities Research
-2147479619.pdf,Head of Research,UNKNOWN,ACCUMULATE,Head of Research
-2147479621.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147479620.pdf,Systematix Research,Pfizer Ltd,HOLD,Systematix Research
-2147479622.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147479617.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147479629.pdf,YES Securities,Indian Bank Ltd,BUY,YES Securities
-2147479628.pdf,Systematix Research,With the acquisition of Asian Concretes and Cements Private Ltd,BUY,Systematix Research
-2147479625.pdf,YES Securities,UNKNOWN,NEUTRAL,YES Securities
-2147479636.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479630.pdf,Director Research,CSB Bank,BUY,Director Research
-2147479634.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147479635.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479632.pdf,Systematix Research,Aditya Vision Ltd,HOLD,Systematix Research
-2147479642.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479644.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479641.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147479643.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479638.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479637.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479646.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479645.pdf,Axis Securities,UNKNOWN,BUY,Axis Securities
-2147479651.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479648.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147479650.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147479656.pdf,Systematix Research,Dixon Technologies,SELL,Systematix Research
-2147479652.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479655.pdf,IDBI Capital,JK Paper Ltd,BUY,IDBI Capital
-2147479653.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147479660.pdf,YES Securities,Indian Oil Corporation Ltd,BUY,YES Securities
-2147479663.pdf,Equities Research,Data Patterns India Ltd,BUY,Equities Research
-2147479662.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147479661.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147479658.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147479664.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147479670.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147479667.pdf,Director Research,Hindustan Petroleum Corp,SELL,Director Research
-2147479666.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147479675.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479674.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479673.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147479671.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147479676.pdf,Axis  Securities,ACC Limited,BUY,Axis  Securities
-2147479680.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147479683.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147479681.pdf,Axis Securities,Apcotex Industries Ltd,HOLD,Axis Securities
-2147479679.pdf,YES Securities,CSB Bank Ltd,BUY,YES Securities
-2147479682.pdf,Systematix Research,Jindal Saw Limited,ADD,Systematix Research
-2147479687.pdf,Institutional Research,UNKNOWN,HOLD,Institutional Research
-2147479694.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479689.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147479692.pdf,YES Securities,YoY driven lower sequentially by Corp,BUY,YES Securities
-2147479693.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147479688.pdf,India Equity Institutional Research,Archean Chemical Ltd,UNKNOWN,India Equity Institutional Research
-2147479690.pdf,IDBI Capital,UNKNOWN,SELL,IDBI Capital
-2147479696.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147479695.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479699.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479698.pdf,YES Securities,Crompton Greaves CE Ltd,ADD,YES Securities
-2147479701.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479700.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147479703.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147479702.pdf,Axis Securities,Heidelberg Cement India Limited,BUY,Axis Securities
-2147479709.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147479706.pdf,Institutional Research,Maruti Suzuki India Ltd,BUY,Institutional Research
-2147479708.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147479705.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147479710.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147479707.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147479715.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479716.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
